MAE,RMSE,MSE
0.08293312072753878,0.08293312072753878,0.006877902513608522
0.28691226959228544,0.28691226959228544,0.08231865044259629
0.19876964569091804,0.19876964569091804,0.03950937204809309
0.17584831237792997,0.17584831237792997,0.03092262896616604
0.2677523803710926,0.2677523803710926,0.07169133719438626
0.15633636474609247,0.15633636474609247,0.024441058942023263
0.07187313079833935,0.07187313079833935,0.005165746930755196
0.03680816650390639,0.03680816650390639,0.0013548411213792964
0.5263335990905755,0.5263335990905755,0.2770270575316387
0.07745887756347614,0.07745887756347614,0.005999877713393587
0.22701751708984297,0.22701751708984297,0.051536953065637145
0.03108154296874943,0.03108154296874943,0.0009660623133182172
0.15204242706298743,0.15204242706298743,0.02311689962720385
0.0713352966308598,0.0713352966308598,0.005088724545412758
0.108669052124025,0.108669052124025,0.011808962889534062
0.09192680358886562,0.09192680358886562,0.008450537218065877
0.056939926147460795,0.056939926147460795,0.0032421551896782896
0.24210945129394634,0.24210945129394634,0.058616986405855775
0.09548980712890653,0.09548980712890653,0.009118303265515769
0.17362697601318366,0.17362697601318366,0.030146326799482655
0.2851793670654281,0.2851793670654281,0.0813272713998382
0.13665348052978565,0.13665348052978565,0.018674173740904507
0.7125762939453111,0.7125762939453111,0.5077649746928343
0.05329544067382841,0.05329544067382841,0.0028404039966175637
0.038394470214843324,0.038394470214843324,0.001474135343078491
0.20186363220214787,0.20186363220214787,0.04074892600584403
0.36048225402832035,0.36048225402832035,0.12994745546933847
0.1832615661621091,0.1832615661621091,0.03358480163218909
0.055687484741211435,0.055687484741211435,0.0031010959568026565
0.18084625244140895,0.18084625244140895,0.03270536702210181
0.0416387557983402,0.0416387557983402,0.0017337859844338095
0.3229644775390632,0.3229644775390632,0.10430605375208006
0.16249771118163991,0.16249771118163991,0.026405506139271662
0.068946113586426,0.068946113586426,0.004753566578672355
0.023283615112305256,0.023283615112305256,0.0005421267326979697
0.35185119628906136,0.35185119628906136,0.12379926433004358
0.050405578613279545,0.050405578613279545,0.0025407223553395044
0.1933874511718745,0.1933874511718745,0.037398706270754145
0.061262283325195455,0.061262283325195455,0.0037530673582165212
0.00784202575683679,0.00784202575683679,6.149736797089163e-05
0.3157954788208013,0.3157954788208013,0.09972678444365915
0.1459351348876936,0.1459351348876936,0.021297063594689327
0.04763992309570142,0.04763992309570142,0.0022695622725643454
0.0027685546874991473,0.0027685546874991473,7.6648950576735e-06
0.039852676391600284,0.039852676391600284,0.0015882358155736146
0.04998138427734489,0.04998138427734489,0.0024981387742796187
0.02951408386230625,0.02951408386230625,0.0008710811462312463
0.0911273193359392,0.0911273193359392,0.008304188329354239
0.03622352600097756,0.03622352600097756,0.0013121438359434971
0.11234867095947187,0.11234867095947187,0.012622223866359679
0.02121078491211037,0.02121078491211037,0.0004498973965878089
0.17319538116455035,0.17319538116455035,0.029996640056733883
0.035380477905272656,0.035380477905272656,0.0012517782168054866
0.1415337371826162,0.1415337371826162,0.020031798760877875
0.22938711166381953,0.22938711166381953,0.05261844699746961
0.03885238647460909,0.03885238647460909,0.0015095079347723873
0.05705806732177798,0.05705806732177798,0.0032556230464965484
0.13379386901855383,0.13379386901855383,0.01790079938695394
0.036749420166014346,0.036749420166014346,0.001350519882538262
0.010302429199217755,0.010302429199217755,0.0001061400474048946
0.06410156249999943,0.06410156249999943,0.004109010314941333
0.05013359069824119,0.05013359069824119,0.002513376916298776
0.05999099731445412,0.05999099731445412,0.0035989197587828416
0.026031799316406534,0.026031799316406534,0.0006776545756496637
0.026409301757812642,0.026409301757812642,0.0006974512193352059
0.23231548309326122,0.23231548309326122,0.05397048368485534
0.006000900268553266,0.006000900268553266,3.601080403312266e-05
0.008053283691406676,0.008053283691406676,6.485537821427674e-05
0.1974117660522463,0.1974117660522463,0.038971405375866824
0.015904998779298296,0.015904998779298296,0.0002529689861694803
0.02197418212890767,0.02197418212890767,0.00048286468023440527
0.0012494659423829546,0.0012494659423829546,1.5611651411749248e-06
0.0015557098388683244,0.0015557098388683244,2.4202331027517076e-06
0.24363498687744212,0.24363498687744212,0.059358006830771394
0.16723976135254048,0.16723976135254048,0.027969137777254693
0.1480653381347654,0.1480653381347654,0.021923344356962415
0.7973061752319328,0.7973061752319328,0.6356971370629736
0.05857376098632727,0.05857376098632727,0.0034308854760833948
0.20777244567871023,0.20777244567871023,0.04316938918331259
0.01909179687499929,0.01909179687499929,0.00036449670791623265
0.03758354187011648,0.03758354187011648,0.0014125226195027983
0.06622718811035,0.06622718811035,0.004386040445003684
0.12166194915771555,0.12166194915771555,0.014801629872854565
0.429063339233398,0.429063339233398,0.18409534907411398
0.03484489440917926,0.03484489440917926,0.0012141666663868522
0.019263534545899574,0.019263534545899574,0.00037108376320106633
0.15031517028808494,0.15031517028808494,0.022594650418735974
0.2017407989501958,0.2017407989501958,0.04069934996106333
0.2258575439453132,0.2258575439453132,0.05101163015700909
0.4601178741455083,0.4601178741455083,0.2117084581081818
0.12979461669921832,0.12979461669921832,0.016846642524097004
0.08322669982910114,0.08322669982910114,0.006926683564443303
0.01575283050537024,0.01575283050537024,0.00024815166893092324
0.01024429321289233,0.01024429321289233,0.00010494554343171187
0.22499412536621044,0.22499412536621044,0.05062235644930602
0.08695064544677678,0.08695064544677678,0.007560414743611083
0.3743299484252933,0.3743299484252933,0.14012291028808277
0.05482856750488452,0.05482856750488452,0.0030061718146376787
0.2628799057006841,0.2628799057006841,0.06910584482120057
0.10922409057617166,0.10922409057617166,0.011929901962191751
0.029069137573241477,0.029069137573241477,0.0008450147592520394
0.04694808959960994,0.04694808959960994,0.0022041231170530032
0.012579116821289205,0.012579116821289205,0.00015823418000364102
0.05133846282958743,0.05133846282958743,0.00263563776570493
0.7565589141845717,0.7565589141845717,0.5723813906321381
0.07464431762695334,0.07464431762695334,0.005571774153993497
0.057354507446287784,0.057354507446287784,0.0032895395244062807
0.049740371704100284,0.049740371704100284,0.00247410457726206
0.16540710449218743,0.16540710449218743,0.02735951021648941
0.0402428436279294,0.0402428436279294,0.001619486463261978
0.17861261367797887,0.17861261367797887,0.03190246576487892
0.021330566406248863,0.021330566406248863,0.00045499306321139255
0.11382347106933466,0.11382347106933466,0.012955782566271664
0.1603070068359358,0.1603070068359358,0.025698336440696766
0.007977523803710085,0.007977523803710085,6.364088603876102e-05
0.09748191833496023,0.09748191833496023,0.009502724402263855
0.03847946166992244,0.03847946166992244,0.0014806689704070304
0.07213096618652415,0.07213096618652415,0.00520287628300149
0.16450574874877955,0.16450574874877955,0.02706214137139658
0.020089035034178693,0.020089035034178693,0.0004035693286044589
0.3048394012451183,0.3048394012451183,0.09292706055148224
0.0032784271240231533,0.0032784271240231533,1.0748084407530723e-05
0.2221296310424803,0.2221296310424803,0.04934157298706843
0.23028450012207102,0.23028450012207102,0.05303095099647213
0.373639373779298,0.373639373779298,0.13960638163818598
0.09819557189941364,0.09819557189941364,0.009642370340652913
0.2941890335083013,0.2941890335083013,0.0865471874365484
0.09425235748290994,0.09425235748290994,0.00888350689108625
0.09648437499999929,0.09648437499999929,0.009309234619140488
0.0691454696655267,0.0691454696655267,0.004781095975266274
0.23896011352539048,0.23896011352539048,0.05710193585606751
0.6739063262939453,0.6739063262939453,0.4541497366190015
0.05478996276855419,0.05478996276855419,0.0030019400201795545
0.020519790649412784,0.020519790649412784,0.0004210618082957283
0.06574104309082074,0.06574104309082074,0.004321884746669149
0.2198555755615237,0.2198555755615237,0.04833647410548885
0.19898742675781378,0.19898742675781378,0.0395959960076963
0.09283798217773409,0.09283798217773409,0.008618890934833272
0.1570562362670902,0.1570562362670902,0.024666661350384058
0.10438591003417841,0.10438591003417841,0.010896418213663588
0.04147087097167912,0.04147087097167912,0.0017198331391496578
0.1720677947998066,0.1720677947998066,0.029607326007268352
0.0034016418457030184,0.0034016418457030184,1.1571167246437838e-05
0.03968643188476406,0.03968643188476406,0.0015750128757440177
0.13706352233886676,0.13706352233886676,0.018786409155937028
0.07712623596191293,0.07712623596191293,0.00594845627365267
0.05843910217285142,0.05843910217285142,0.0034151286627689677
0.05554412841796896,0.05554412841796896,0.0030851502017118274
0.14213832855224595,0.14213832855224595,0.020203304443626217
0.03235832214355483,0.03235832214355483,0.0010470610119460708
0.088291397094725,0.088291397094725,0.007795370800938414
0.06526645660400376,0.06526645660400376,0.004259710357642306
0.3459249877929693,0.3459249877929693,0.11966409717956597
0.22643226623535107,0.22643226623535107,0.051271571192476904
0.022308425903318607,0.022308425903318607,0.0004976658662838566
0.08229217529297017,0.08229217529297017,0.00677200211444893
0.06764030456542969,0.06764030456542969,0.004575210801704088
0.013107910156250568,0.013107910156250568,0.0001718173086643368
0.013738708496092045,0.013738708496092045,0.00018875211114059172
0.10503112792968672,0.10503112792968672,0.011031537834182217
0.046882553100585866,0.046882553100585866,0.0021979737852292533
0.21053859710693423,0.21053859710693423,0.04432650087175598
0.10878318786621222,0.10878318786621222,0.01183378196233562
0.048899955749512,0.048899955749512,0.002391205672304232
0.10971466064453139,0.10971466064453139,0.012037306760344686
0.06827957153320341,0.06827957153320341,0.004662099888757841
0.7881765747070304,0.7881765747070304,0.6212223129169071
0.12395179748535057,0.12395179748535057,0.01536404809984936
0.056486282348632955,0.056486282348632955,0.0031907000935694828
0.06476583480835085,0.06476583480835085,0.004194613358422591
0.14200431823730497,0.14200431823730497,0.020165226398041785
0.06018318176269588,0.06018318176269588,0.0036220153670816903
0.007798690795898011,0.007798690795898011,6.081957813002436e-05
0.060108985900878764,0.060108985900878764,0.003613090186032042
0.04414081573486506,0.04414081573486506,0.0019484116137393106
0.07435600280761712,0.07435600280761712,0.005528815153526365
0.15185974121093793,0.15185974121093793,0.02306138100065304
0.1221923828125,0.1221923828125,0.014930978417396545
0.08934501647949133,0.08934501647949133,0.007982531969720577
0.153293685913086,0.153293685913086,0.023498954140819865
0.08741256713867074,0.08741256713867074,0.007640956893772619
0.14899250030517663,0.14899250030517663,0.02219876514718806
0.04900199890136747,0.04900199890136747,0.002401195896329619
0.16360458374023423,0.16360458374023423,0.026766459820815314
0.009468536376953551,0.009468536376953551,8.965318112169268e-05
0.718355560302733,0.718355560302733,0.5160347110178534
0.1352400588989262,0.1352400588989262,0.01828987353098503
0.4611959838867179,0.4611959838867179,0.21270173555323776
0.13735939025879063,0.13735939025879063,0.018867602092266744
0.008742675781249432,0.008742675781249432,7.643437981604536e-05
0.2341194915771485,0.2341194915771485,0.05481193633634251
0.11022872924804616,0.11022872924804616,0.012150372751639068
0.04082649230957003,0.04082649230957003,0.0016668024743033806
0.351020965576172,0.351020965576172,0.12321571827402814
0.021000442504881534,0.021000442504881534,0.00044101858540083496
0.01141254425048821,0.01141254425048821,0.0001302461662693515
0.022620849609374716,0.022620849609374716,0.0005117028370499482
0.3431124496459965,0.3431124496459965,0.1177261531020765
0.07542583465576413,0.07542583465576413,0.00568905653351867
0.04402503967285121,0.04402503967285121,0.0019382041181961228
0.11513311386108427,0.11513311386108427,0.013255633907349395
0.17946617126465014,0.17946617126465014,0.032208106628392734
0.022890625000000497,0.022890625000000497,0.0005239807128906477
0.012940368652344603,0.012940368652344603,0.00016745314085858288
0.054166374206543466,0.054166374206543466,0.002933996094683297
0.04808486938476619,0.04808486938476619,0.0023121546637500253
0.07653656005859233,0.07653656005859233,0.005857845025602511
0.19134883880615305,0.19134883880615305,0.036614378112463146
0.4860304450988773,0.4860304450988773,0.23622559356301276
0.04642871856689368,0.04642871856689368,0.0021556259077638177
0.33705955505371143,0.33705955505371143,0.11360914365300592
0.12996383666992273,0.12996383666992273,0.01689059884196635
0.16083641052246023,0.16083641052246023,0.025868350949749354
0.15961814880371072,0.15961814880371072,0.02547795342752354
0.015965995788574716,0.015965995788574716,0.0002549130215207856
0.03509399414062386,0.03509399414062386,0.001231588424742142
0.31026906967163104,0.31026906967163104,0.09626689559489944
0.02771049499511591,0.02771049499511591,0.0007678715328743438
0.015200500488280255,0.015200500488280255,0.0002310552150942083
0.1481082916259755,0.1481082916259755,0.021936066048365004
0.0762068557739255,0.0762068557739255,0.0058074848669478814
0.26117843627929815,0.26117843627929815,0.0682141755772994
0.11686229705810725,0.11686229705810725,0.0136567964736973
0.04098457336425909,0.04098457336425909,0.0016797352538503358
0.11043960571289091,0.11043960571289091,0.012196906510018807
0.02757324218750057,0.02757324218750057,0.0007602836847305611
0.2857488632202152,0.2857488632202152,0.08165241283164526
0.15171150207519446,0.15171150207519446,0.023016379861911733
0.14544025421142592,0.14544025421142592,0.021152867545084195
0.12232322692871023,0.12232322692871023,0.014962971846252738
0.27395118713378874,0.27395118713378874,0.07504925293201214
0.14153076171875156,0.14153076171875156,0.020030956512690032
0.08453926086425767,0.08453926086425767,0.0071468866274750084
0.04700347900390511,0.04700347900390511,0.002209327038470549
0.08414985656738239,0.08414985656738239,0.007081198360311029
0.24849842071533246,0.24849842071533246,0.06175146509801437
0.26764636993408253,0.26764636993408253,0.07163457933889175
0.11765617370605597,0.11765617370605597,0.013842975211149616
0.20144073486328296,0.20144073486328296,0.04057836966225946
0.46849338531494134,0.46849338531494134,0.21948605208385408
0.03831939697265696,0.03831939697265696,0.0014683761843480715
0.3277952575683578,0.3277952575683578,0.10744973088430604
0.32256675720215,0.32256675720215,0.10404931285191078
0.3109337615966794,0.3109337615966794,0.09667980410066067
0.28402545928955014,0.28402545928955014,0.0806704615246399
0.04098869323730625,0.04098869323730625,0.0016800729733019951
0.004369430541991903,0.004369430541991903,1.909192326129166e-05
0.06572303771972798,0.06572303771972798,0.0043195176871087876
0.011194458007810937,0.011194458007810937,0.00012531589008864241
0.20747131347656378,0.20747131347656378,0.0430443459156906
0.09381469726562486,0.09381469726562486,0.00880119742304084
0.012786560058593466,0.012786560058593466,0.00016349611813201774
0.044365234375000284,0.044365234375000284,0.001968274021148707
0.06649055480956889,0.06649055480956889,0.004420993878884285
0.11263084411621094,0.11263084411621094,0.012685707046330208
0.20878875732421776,0.20878875732421776,0.043592745184991094
0.1080371856689446,0.1080371856689446,0.011672033487266009
0.47690429687500036,0.47690429687500036,0.22743770837783847
0.012062759399412926,0.012062759399412926,0.00014551016432812487
0.12238100051879819,0.12238100051879819,0.014977109287982083
0.3236027145385716,0.3236027145385716,0.10471871685673226
0.3813452148437504,0.3813452148437504,0.14542417288422615
0.022934265136719034,0.022934265136719034,0.0005259805173613261
0.014308395385743466,0.014308395385743466,0.00020473017851476493
0.06203414916992145,0.06203414916992145,0.003848235663236066
0.2119346618652358,0.2119346618652358,0.04491630089993183
0.10022548675537024,0.10022548675537024,0.010045148195350895
0.4302381515502933,0.4302381515502933,0.18510486704941317
0.04344345092773594,0.04344345092773594,0.0018873334285106006
0.16420318603515582,0.16420318603515582,0.02696268630409599
0.24687076568603494,0.24687076568603494,0.060945174950409166
0.30777610778808473,0.30777610778808473,0.09472613252518275
0.2876242065429686,0.2876242065429686,0.08272768418947227
1.9149780271732197e-05,1.9149780271732197e-05,3.6671408445562367e-10
0.2466282653808598,0.2466282653808598,0.06082550128477181
0.011551208496094034,0.011551208496094034,0.000133430417720235
0.016543502807618182,0.016543502807618182,0.0002736874851456707
0.2942494201660164,0.2942494201660164,0.08658272126803686
0.16975044250488125,0.16975044250488125,0.028815212730602995
0.021206970214844745,0.021206970214844745,0.00044973558569331214
0.022045059204103268,0.022045059204103268,0.0004859846353124182
0.09393295288085923,0.09393295288085923,0.00882339963691772
0.0331475067138669,0.0331475067138669,0.0010987572013458514
0.022410354614258665,0.022410354614258665,0.0005022239939368247
0.11254039764404311,0.11254039764404311,0.012665341101879344
0.4619195175170887,0.4619195175170887,0.21336964066322003
0.2353246307373036,0.2353246307373036,0.05537768183164829
0.02027256011962919,0.02027256011962919,0.0004109766938039799
0.06664962768554616,0.06664962768554616,0.004442172870621922
0.0801829338073734,0.0801829338073734,0.006429302873957625
0.28398990631103693,0.28398990631103693,0.08065026688655154
0.12947467803954993,0.12947467803954993,0.016763692253445112
0.05180007934570163,0.05180007934570163,0.0026832482202209847
0.1864009094238277,0.1864009094238277,0.034745299034030015
0.3133127212524407,0.3133127212524407,0.0981648612986096
0.005819549560545312,0.005819549560545312,3.386715708764313e-05
0.0158031654357913,0.0158031654357913,0.00024974003779098885
0.16590179443359432,0.16590179443359432,0.027523405396286588
0.04330070495605298,0.04330070495605298,0.0018749510496911513
0.37478816986083885,0.37478816986083885,0.140466172267637
0.31353687286376974,0.31353687286376974,0.09830537064519171
0.01931407928466733,0.01931407928466733,0.00037303365861441565
0.10931819915771435,0.10931819915771435,0.011950468667085698
0.32214321136474666,0.32214321136474666,0.10377624862839184
0.4471934127807611,0.4471934127807611,0.19998194843450418
0.11676666259765511,0.11676666259765511,0.01363445349419463
0.09752014160156364,0.09752014160156364,0.009510178017989023
0.013728561401368466,0.013728561401368466,0.00018847339815114412
0.1698957824707037,0.1698957824707037,0.028864576901332668
0.3346113204956058,0.3346113204956058,0.11196473580381304
0.14015541076660298,0.14015541076660298,0.01964353916715521
0.31999271392822237,0.31999271392822237,0.10239533696714916
0.018963470458984943,0.018963470458984943,0.00035961321184879464
0.05221351623535142,0.05221351623535142,0.0027262512776593064
0.007427673339844176,0.007427673339844176,5.5170331243431944e-05
0.09434700012207031,0.09434700012207031,0.008901356432033936
0.056417999267576846,0.056417999267576846,0.0031829906413563015
0.04487222671508828,0.04487222671508828,0.0020135167303702824
0.20277984619140454,0.20277984619140454,0.041119666021409686
0.00958274841308615,0.00958274841308615,9.182906714850514e-05
0.47578559875488224,0.47578559875488224,0.2263719359825418
0.01842041015624929,0.01842041015624929,0.000339311510324452
0.10021598815917798,0.10021598815917798,0.010043244282720501
0.14919891357421733,0.14919891357421733,0.022260315811726772
0.8026711273193357,0.8026711273193357,0.6442809386320931
0.029187240600585085,0.029187240600585085,0.0008518950138764424
0.04747276306152415,0.04747276306152415,0.0022536632326956114
0.02850753784179716,0.02850753784179716,0.000812679713801497
0.46247303009033125,0.46247303009033125,0.21388130356093243
0.01635017395019389,0.01635017395019389,0.00026732818820159894
0.1893060302734373,0.1893060302734373,0.035836773097887555
0.278899002075196,0.278899002075196,0.07778465335854019
0.6504500961303723,0.6504500961303723,0.4230853275560106
0.05886077880859375,0.05886077880859375,0.003464591281954199
0.13814826965332117,0.13814826965332117,0.01908494440820674
0.0035865783691413355,0.0035865783691413355,1.2863544397992522e-05
0.027270355224608522,0.027270355224608522,0.0007436722740763334
0.6445741271972665,0.6445741271972665,0.4154758054521179
0.02441444396972514,0.02441444396972514,0.0005960650743508483
0.01700241088867216,0.01700241088867216,0.0002890819760272376
0.01675308227538963,0.01675308227538963,0.0002806657657259742
0.25394393920898395,0.25394393920898395,0.06448752426097613
0.07503044128418068,0.07503044128418068,0.005629567119298885
0.006996459960937784,0.006996459960937784,4.895045198500554e-05
0.11469106674194318,0.11469106674194318,0.013154040790404865
0.28629798889160085,0.28629798889160085,0.0819665384433752
0.3786167907714848,0.3786167907714848,0.1433506742540983
0.24940036773681484,0.24940036773681484,0.062200543427258476
0.032966384887696876,0.032966384887696876,0.001086782532563769
0.006211624145507244,0.006211624145507244,3.85842745250486e-05
0.03469886779785014,0.03469886779785014,0.0012040114264526816
0.026997070312500426,0.026997070312500426,0.0007288418054580919
0.025010452270507244,0.025010452270507244,0.0006255227227753209
0.13698629379272376,0.13698629379272376,0.01876524468706643
0.1022939682006836,0.1022939682006836,0.010464055930242466
0.1825836944580086,0.1825836944580086,0.03333680548193544
0.0844639205932598,0.0844639205932598,0.007134153881984497
0.3390242767333973,0.3390242767333973,0.11493746021460316
0.2866933631896966,0.2866933631896966,0.0821930844970193
0.04485107421874979,0.04485107421874979,0.0020116188585758018
0.02715446472167926,0.02715446472167926,0.0007373649543209235
0.03263153076171932,0.03263153076171932,0.0010648167998530342
0.19306201934814382,0.19306201934814382,0.03727294331478306
0.02258201599121179,0.02258201599121179,0.000509947446227345
0.4723041534423835,0.4723041534423835,0.22307121335892657
0.08338699340820455,0.08338699340820455,0.006953390669659948
0.29613491058349695,0.29613491058349695,0.08769588526629574
0.0287628173828125,0.0287628173828125,0.0008272996637970209
0.05974246978759723,0.05974246978759723,0.003569162696321968
0.16407356262207173,0.16407356262207173,0.026920133951498896
0.13044906616211094,0.13044906616211094,0.017016958862566798
0.3882530593872069,0.3882530593872069,0.150740438123526
0.1709662628173838,0.1709662628173838,0.029229463021742754
0.2610198974609368,0.2610198974609368,0.06813138687051795
0.016894454956053906,0.016894454956053906,0.00028542260826213436
0.13714141845703054,0.13714141845703054,0.018807768656406355
0.24385116577148658,0.24385116577148658,0.059463391048113025
0.04900566101074233,0.04900566101074233,0.002401554811099791
0.4556949615478523,0.4556949615478523,0.20765789798009857
0.017046966552733522,0.017046966552733522,0.0002905990686500154
0.23414039611816406,0.23414039611816406,0.05482172509437078
0.6127867889404275,0.6127867889404275,0.37550764869992004
0.3588649368286134,0.3588649368286134,0.1287840428850047
0.14923316955566612,0.14923316955566612,0.022270538895630194
0.230044364929201,0.230044364929201,0.0529204098356794
0.13146347045898565,0.13146347045898565,0.017282644065120593
0.019432754516600426,0.019432754516600426,0.00037763194810245426
0.05015151977539034,0.05015151977539034,0.0025151749357813684
0.10472236633300724,0.10472236633300724,0.010966774010384569
0.07544898986816406,0.07544898986816406,0.005692550072126323
0.038043174743652486,0.038043174743652486,0.0014472831445760785
0.03953163146972827,0.03953163146972827,0.0015627498866584103
0.19341384887695234,0.19341384887695234,0.03740891693739656
0.11490676879882855,0.11490676879882855,0.01320356551578744
0.1621570205688485,0.1621570205688485,0.026294899319765957
0.0014913177490250007,0.0014913177490250007,2.2240286285569948e-06
0.02245887756347642,0.02245887756347642,0.0005044011814112245
0.0845705413818365,0.0845705413818365,0.0071521764696169205
0.04931442260742358,0.04931442260742358,0.0024319122771035697
0.3778933715820312,0.3778933715820312,0.1428034002856351
0.2707957458496111,0.2707957458496111,0.07333033597024716
0.04915893554687578,0.04915893554687578,0.0024166009441018875
0.048537521362305824,0.048537521362305824,0.0023558909799962944
0.06583854675292855,0.06583854675292855,0.0043347142385375586
0.0038459777832038355,0.0038459777832038355,1.4791545108897488e-05
0.010488586425779545,0.010488586425779545,0.00011001044521104693
0.04038322448730369,0.04038322448730369,0.0016308048199919645
0.1253971672058105,0.1253971672058105,0.015724449543241998
0.013921051025391762,0.013921051025391762,0.000193795661651561
0.06007492065429787,0.06007492065429787,0.0036089960916201847
0.18580984115600607,0.18580984115600607,0.03452529707042021
0.014686851501465092,0.014686851501465092,0.00021570360702608744
0.13320556640625014,0.13320556640625014,0.017743722921609917
0.04512973785400476,0.04512973785400476,0.00203669323877119
0.4440922546386723,0.4440922546386723,0.19721793063005935
0.3731142425537115,0.3731142425537115,0.13921423799642987
0.038175659179685795,0.038175659179685795,0.0014573809538035282
0.1786731338500971,0.1786731338500971,0.03192408875981471
0.3427516937255852,0.3427516937255852,0.11747872355175738
0.1440300750732426,0.1440300750732426,0.020744662525603905
0.013362808227540768,0.013362808227540768,0.00017856464372603123
0.27857009887695305,0.27857009887695305,0.0776012999883154
0.13078956604003977,0.13078956604003977,0.017105910584941927
0.09364166259765483,0.09364166259765483,0.008768760974053028
0.14546478271484453,0.14546478271484453,0.021160003010276932
0.21227523803711001,0.21227523803711001,0.045060776683711716
0.06637458801269602,0.06637458801269602,0.0044055859338551304
0.44870967864990163,0.44870967864990163,0.201340375714098
0.19817371368408132,0.19817371368408132,0.03927282079534024
0.14831527709960923,0.14831527709960923,0.02199742142113387
0.024500656127930398,0.024500656127930398,0.0006002821506990933
0.362396240234375,0.362396240234375,0.13133103493601084
0.06328060150146264,0.06328060150146264,0.004004434526386916
0.07151847839355696,0.07151847839355696,0.0051148927517296735
0.23973346710205057,0.23973346710205057,0.057472135248769964
0.26878726959228594,0.26878726959228594,0.0722465962948762
0.02109195709228473,0.02109195709228473,0.00044487065398278014
0.05942855834960881,0.05942855834960881,0.0035317535475128587
0.08631256103515739,0.08631256103515739,0.007449858192447769
0.054132843017576704,0.054132843017576704,0.002930364693165603
0.14731800079345625,0.14731800079345625,0.021702593357780776
0.06925987243652187,0.06925987243652187,0.004796929929923283
0.029856719970702272,0.029856719970702272,0.0008914237274089319
0.02809925079345632,0.02809925079345632,0.0007895678951535557
0.31123233795165994,0.31123233795165994,0.09686556818685627
0.015335006713868893,0.015335006713868893,0.000235162430914404
0.14041950225830035,0.14041950225830035,0.01971763661446882
0.19945590972900362,0.19945590972900362,0.03978265992582444
0.2963592529296868,0.2963592529296868,0.08782880679704207
0.013726043701174362,0.013726043701174362,0.00018840427568654839
0.5819831848144545,0.5819831848144545,0.33870442740677553
0.2793700408935553,0.2793700408935553,0.07804761974886677
0.1441807556152348,0.1441807556152348,0.020788090289780063
0.0379037475585946,0.0379037475585946,0.0014366940789856664
0.08074951171875,0.08074951171875,0.006520483642816544
0.222004585266113,0.222004585266113,0.04928603587917883
0.016181068420410227,0.016181068420410227,0.0002618269752259971
0.021038894653319318,0.021038894653319318,0.0004426350882334682
0.15447982788085923,0.15447982788085923,0.023864017222099895
0.023040542602540626,0.023040542602540626,0.0005308666034194896
