Actual,Predicted
8.4,8.220953
17.69,17.768038
21.92,22.017057
15.520000000000001,16.62826
11.21,10.912904
10.91,9.953857
24.16,23.910873
15.69,17.123178
20.09,21.078207
16.75,16.292664
15.31,14.559603
17.11,16.190035
21.51,21.528072
11.89,10.853854
20.95,21.029272
11.71,11.059641
20.23,20.289513
20.92,20.66253
20.71,20.698008
15.270000000000001,14.2046
19.3,19.410814
19.05,18.800371
10.86,10.513874
21.08,21.237206
15.98,16.647865
14.28,13.951093
22.1,22.021006
13.56,13.765435
10.51,10.4818735
20.88,20.776318
7.29,8.054736
22.7,21.697088
10.75,10.830996
15.549999999999999,14.459818
16.7,15.881438
21.43,21.494242
10.66,10.661152
12.599999999999998,11.679056
21.79,22.569635
21.46,21.926147
10.46,11.229281
20.25,19.984987
22.6,22.718208
10.2,10.246332
12.63,12.557895
9.26,9.112869
20.51,20.720268
16.78,16.93988
22.14,22.454834
21.88,21.846025
20.71,20.731825
19.62,19.476753
21.45,21.265783
13.450000000000001,13.035411
15.870000000000001,15.72729
18.47,18.256016
19.34,19.255257
21.27,21.112204
20.19,19.968393
22.92,22.575336
12.480000000000002,12.653064
8.12,8.113451
21.95,22.896944
16.65,17.888468
20.43,18.904549
13.34,14.367921
16.78,17.150106
21.63,22.435005
19.68,20.667477
20.06,19.998585
11.0,10.983387
19.76,18.864391
19.21,18.8956
14.560000000000002,14.401719
10.64,10.356786
17.9,17.805706
9.08,9.559583
23.22,22.949034
14.669999999999998,14.099891
16.51,17.231014
21.65,21.408033
9.3,9.401647
12.11,13.556103
18.38,18.3677
23.15,22.98377
13.779999999999998,13.84041
12.1,11.51626
16.97,16.245872
20.48,20.173512
20.48,20.356495
12.73,12.934971
18.39,18.266531
10.16,11.000628
21.83,21.893793
7.58,8.462589
21.18,21.069967
23.72,23.672749
20.84,21.173317
9.6,10.177479
17.3,17.522787
20.53,20.205757
17.35,17.86299
22.55,22.89366
14.020000000000001,14.135303
13.450000000000001,13.648982
17.36,17.948162
21.08,21.47539
13.060000000000002,12.74412
11.8,12.075783
24.14,24.129013
23.13,23.647388
18.16,18.16703
19.97,19.845984
21.98,22.034515
17.86,18.592995
21.47,21.256937
12.609999999999998,10.801551
9.05,8.936965
21.75,21.649654
9.58,10.11275
12.37,11.521925
20.56,20.697323
20.99,19.329788
21.41,21.32603
14.069999999999999,13.805189
22.65,23.202429
19.58,19.2344
21.14,22.016037
21.69,21.326315
13.65,14.053049
10.25,9.25849
20.94,21.097715
18.25,18.245224
22.73,23.01621
13.87,14.126407
18.4,19.082836
22.99,22.646214
8.68,9.681982
11.92,11.454797
13.980000000000002,13.378614
14.920000000000002,15.608248
9.57,9.217726
25.12,24.893948
20.56,20.480953
20.88,20.79303
24.85,24.630804
11.46,10.96886
15.229999999999999,16.20665
22.93,23.12967
13.04,14.090259
21.62,21.373535
18.24,17.525188
9.38,9.867117
19.41,19.307684
6.690000000000001,7.5685124
20.05,20.226383
23.17,23.895983
17.33,18.85961
10.32,10.529726
18.57,19.057404
9.86,9.885721
16.07,15.322805
15.569999999999999,15.929145
12.06,12.7282915
9.46,9.203988
8.38,8.834025
21.52,21.587187
17.58,17.44571
20.48,19.150608
20.7,20.26235
22.67,23.43616
14.26,14.336956
21.16,20.708893
20.38,20.357195
10.65,12.419289
20.45,20.91454
21.53,21.44442
24.16,24.269564
16.88,15.385362
21.7,21.865856
21.24,21.31246
21.6,21.449389
15.06,14.396886
19.11,19.084091
20.26,20.087873
23.59,24.289381
22.1,22.318476
9.97,10.016222
8.48,9.0826025
22.87,22.105879
13.060000000000002,13.13093
18.68,19.226685
10.07,9.851552
15.33,15.61843
19.7,19.706774
10.24,10.663306
12.56,12.855375
9.23,9.636148
12.23,12.404425
18.61,19.682951
11.78,10.977305
15.549999999999999,14.589244
15.500000000000002,15.331422
7.66,8.690088
20.14,20.262081
20.54,20.122116
22.49,21.440628
21.95,22.08509
19.54,19.188156
19.58,20.198503
21.3,22.026619
10.64,10.23
25.27,24.543192
18.95,19.157501
10.16,10.027331
11.12,10.570544
22.85,22.855118
19.33,19.160265
20.51,20.839188
24.11,23.612616
22.4,22.819563
20.84,21.073122
7.760000000000001,7.9665
13.430000000000001,13.331945
15.470000000000002,15.381052
20.15,19.900105
8.75,9.195899
21.68,21.304226
22.54,22.812212
10.4,10.530459
21.17,21.699306
13.37,13.83132
24.28,24.512526
12.75,12.094139
19.8,19.939217
19.81,19.677128
21.23,21.10853
21.1,20.871082
13.69,12.963961
15.9,16.043234
25.700000000000003,25.556862
12.98,12.929369
9.26,8.720657
9.41,8.705635
7.039999999999999,8.501459
8.95,9.237919
17.17,17.956038
22.11,22.630323
12.609999999999998,14.266176
19.23,19.013826
7.54,7.8071985
18.04,18.743258
9.46,10.859816
23.17,23.243837
20.89,20.466888
10.24,10.3710985
11.33,11.229106
23.38,23.594925
20.45,20.12357
20.39,20.60123
19.51,19.18112
13.53,13.662493
8.22,9.400828
22.38,23.336636
18.48,18.207705
15.810000000000002,16.560478
21.56,21.501738
11.69,13.712196
10.9,11.396888
21.62,21.244156
20.62,20.233435
13.11,12.8650055
20.04,19.899418
16.49,16.840027
18.2,17.703884
17.57,18.071823
20.57,20.810343
20.46,20.57798
21.05,21.128735
10.09,10.855734
23.48,23.898485
19.07,19.447323
9.18,10.4368725
22.84,21.89236
21.58,21.82839
17.47,17.177542
11.19,11.298671
22.55,22.74398
9.33,8.993184
22.11,22.35645
22.4,22.182127
9.22,9.521287
16.27,15.722978
23.16,23.396454
19.24,19.22631
9.93,9.387048
12.63,12.281215
8.88,9.407739
17.65,18.496216
14.54,14.469109
25.700000000000003,25.971237
22.0,22.070799
14.96,14.6932955
22.1,23.074476
20.65,19.37198
13.56,13.2875395
10.96,10.762738
23.59,24.411171
20.14,19.840506
22.89,22.791553
21.48,22.299717
12.76,11.90391
15.850000000000001,15.999853
20.9,20.651964
20.03,20.041445
19.57,19.260904
19.23,19.350616
21.27,21.226234
22.66,22.397102
21.06,20.842472
22.33,21.34777
13.03,12.216075
24.37,24.159618
12.91,13.523483
18.67,19.156391
10.41,10.65608
7.25,7.816795
20.62,21.44254
20.54,21.040766
24.02,24.500433
20.94,22.283504
18.57,18.828749
11.72,11.4348955
15.290000000000001,14.410586
20.85,21.034964
19.89,19.438953
18.21,18.155077
11.47,11.788017
20.32,20.73748
10.79,11.280233
25.43,25.600128
9.9,10.5922985
18.12,17.00999
11.09,10.911084
13.8,13.6092005
22.49,22.297655
24.5,25.10217
20.33,21.165112
18.7,18.507973
12.1,11.845551
21.82,22.630627
13.26,13.588871
17.93,17.276731
18.67,18.743517
20.57,20.025858
22.25,22.483644
16.02,16.650501
17.53,16.972702
10.35,9.918472
11.17,11.342343
14.87,14.471142
15.75,16.704937
8.28,8.061835
20.22,20.637829
20.49,20.694824
5.660000000000001,6.677014
12.460000000000003,11.313849
22.88,23.671366
11.75,11.430687
24.25,25.151169
16.01,15.445899
13.199999999999998,13.747896
14.28,14.468593
19.92,19.86825
9.91,10.2026825
13.89,13.490594
12.850000000000001,12.315738
16.91,17.715347
21.11,21.329525
17.67,18.490225
16.48,17.349163
18.27,17.117893
20.94,20.072876
15.280000000000001,15.708877
20.71,21.705904
8.83,8.772406
12.06,12.470331
17.77,17.720804
16.42,16.41081
13.52,13.144283
21.41,22.47538
12.23,11.954445
18.01,18.71839
18.56,17.78774
15.32,14.535894
10.18,10.039701
18.74,19.51706
23.61,23.73037
24.01,24.790367
9.62,9.936458
22.69,23.038475
6.260000000000001,7.981474
19.04,19.659752
9.19,10.31645
18.24,18.72048
20.5,20.324734
15.460000000000003,15.465473
24.09,24.946852
23.82,24.065783
19.84,19.410595
12.39,12.970149
23.35,23.936583
9.63,9.753685
11.07,11.8113
22.28,21.907919
18.78,18.24599
15.0,14.892656
12.31,11.494492
21.8,21.681744
20.68,19.394897
15.72,15.953012
20.13,19.796
7.059999999999999,7.9580464
12.26,13.2573805
22.5,22.913588
16.4,15.929329
18.27,18.383884
19.6,20.5206
14.45,14.336349
21.52,21.217447
13.52,13.329255
13.56,13.069771
20.3,19.783243
23.46,23.831663
19.84,20.753788
19.67,20.51776
14.53,13.597291
11.45,10.943568
22.56,22.182245
23.26,23.895416
19.37,18.661856
19.67,20.356934
14.49,14.049534
22.88,23.17217
15.19,14.669363
22.21,22.050959
19.57,20.735348
20.59,20.421358
19.01,18.325958
9.58,9.176089
22.38,22.541729
15.39,16.616474
19.78,20.070604
20.2,20.586405
19.6,19.391827
11.06,10.512179
8.18,8.836311
21.93,21.238363
18.25,17.667128
19.11,19.298334
10.15,10.572413
20.98,21.182516
16.15,15.626232
20.32,20.09865
22.94,23.545008
16.9,16.759018
21.05,21.786022
12.32,11.718768
10.71,10.42808
22.46,22.74165
14.18,13.147677
20.72,20.341024
