Actual,Predicted
23.85,23.901077
23.7,24.215763
21.04,21.571243
8.7,9.594467
20.47,20.653467
11.17,11.183247
20.19,20.040028
9.37,9.563238
18.41,17.896088
20.23,20.175581
19.46,19.69388
18.87,18.37797
10.86,10.6740675
20.15,20.0736
14.040000000000001,13.003702
10.64,10.563194
22.0,22.03099
23.39,23.3107
22.28,23.387335
12.76,12.034786
22.21,21.508871
9.52,10.207098
11.29,10.702094
22.11,21.73695
21.7,21.908922
9.49,10.756011
18.96,17.953627
21.59,22.154533
18.3,18.525126
19.93,19.836918
22.98,23.604958
17.45,17.313522
16.45,16.539928
25.45,25.197645
9.52,9.220023
14.73,13.997071
16.58,16.785627
21.95,21.949192
13.729999999999999,13.827089
20.76,20.555096
21.12,20.759499
24.31,24.74276
11.12,11.605163
10.19,10.358987
20.63,20.605614
12.23,11.803367
11.26,11.376158
14.41,14.312817
22.89,23.19156
20.68,20.797869
20.7,20.3205
11.3,11.86053
18.24,18.175812
18.0,17.44933
19.96,20.440212
14.97,15.53248
22.37,22.340256
20.69,20.633358
8.18,8.589807
22.65,23.449272
23.19,23.682142
15.44,14.941581
20.04,19.680414
8.43,9.041589
18.38,18.262201
23.1,24.067543
16.64,16.276443
11.13,11.308431
13.51,13.321598
24.57,24.633566
22.66,22.623047
16.19,16.087547
21.73,21.38981
20.89,21.166458
24.04,22.251278
20.62,20.781704
22.41,22.351665
19.93,20.71688
23.37,23.947838
14.950000000000001,14.31682
20.74,20.600761
11.79,11.111362
5.27,6.1084857
20.85,20.677473
22.04,22.180428
21.33,20.94595
19.49,19.54568
18.22,17.497313
5.31,6.6699786
19.14,19.44793
21.75,22.396189
9.32,9.323742
11.96,11.328679
9.66,9.711846
23.19,23.436855
18.79,18.56776
7.95,8.944304
20.99,21.005007
14.76,15.175264
8.38,9.661213
12.480000000000002,11.971378
18.34,18.604164
20.86,21.629677
25.149999999999995,25.600475
13.52,12.924056
19.61,19.205097
17.85,17.610971
10.36,10.740612
10.26,10.109588
20.7,20.400932
16.27,17.171532
20.62,20.07296
20.39,20.027706
20.5,20.503935
20.41,21.459816
12.63,12.437376
15.88,16.627544
19.15,18.943665
21.95,21.988
7.349999999999999,7.6779475
17.08,17.108303
13.32,13.056294
24.27,24.33843
23.22,23.39122
22.81,22.91412
14.6,14.496195
20.08,19.81783
23.12,22.808327
25.46,24.440582
21.51,21.488367
21.25,21.783396
23.32,23.655855
16.87,16.334518
23.51,24.448996
19.18,18.957766
22.71,23.057768
19.73,19.395447
10.21,9.728654
8.84,9.586242
21.1,21.524359
7.67,8.968583
17.02,16.301472
15.67,15.726528
13.32,14.169033
15.229999999999999,15.600955
16.1,16.5271
21.19,21.489536
21.08,20.906065
23.69,24.306326
20.69,20.58876
22.72,22.511374
21.73,21.488611
23.01,23.114304
16.23,16.272993
17.79,17.890963
15.94,15.912977
22.19,22.760584
12.13,12.401849
23.58,23.537697
13.960000000000003,14.166303
15.14,15.158195
14.52,14.324418
17.21,16.394667
20.54,20.359148
20.14,20.459915
20.43,20.151283
12.17,12.268859
6.530000000000001,8.081024
20.53,20.35396
16.63,16.166227
14.659999999999998,14.110819
18.67,18.556496
19.41,19.250898
13.6,12.907053
11.45,11.264752
13.47,14.53102
8.52,8.070226
23.63,23.88428
16.12,15.638458
17.33,17.13498
19.01,18.918583
20.78,20.61823
5.93,7.072937
21.47,21.595503
20.17,19.925032
22.07,22.257336
15.53,15.334938
18.56,18.601122
20.33,20.1205
21.08,21.24753
23.55,23.550156
19.9,19.555017
22.63,21.537493
12.94,12.95964
13.970000000000002,13.382077
14.030000000000001,14.202614
20.61,20.715666
5.23,6.679537
11.66,12.032333
19.69,18.844465
6.65,7.324082
10.85,10.860321
19.3,19.1234
21.56,21.393217
20.07,19.67085
22.97,22.993166
23.03,23.139647
19.9,19.704773
21.45,21.31996
20.33,20.213102
23.37,23.80321
8.94,8.954064
19.74,20.489962
21.84,22.176052
22.64,22.915028
7.25,6.9979906
20.53,20.59066
15.42,15.356154
17.13,18.115646
14.360000000000001,15.2766285
21.3,21.181854
20.84,21.570536
20.37,21.310852
21.62,21.288515
24.22,24.202055
23.38,23.658133
19.91,19.842894
22.37,22.676764
21.69,22.2788
13.060000000000002,12.731884
24.29,24.73872
11.22,11.446266
9.81,11.104135
11.47,10.859857
20.64,20.78926
8.45,8.27303
13.189999999999998,12.853401
20.64,21.5076
16.31,16.521416
15.71,14.865485
8.48,8.6943035
7.31,7.996772
6.2,6.689774
11.31,11.931775
21.18,21.37428
14.629999999999999,14.407427
16.9,15.988634
15.579999999999998,15.057753
24.16,23.889414
21.52,21.796831
8.77,8.632163
12.500000000000002,13.489616
8.89,9.9245405
17.23,16.669788
19.08,18.962372
17.69,17.909163
17.25,16.734821
15.2,15.344841
12.0,11.697806
10.31,10.194979
19.83,19.555489
14.669999999999998,13.707096
22.06,21.255688
14.15,14.570674
17.68,17.847353
23.44,23.73114
6.04,6.465678
10.65,11.207843
15.19,15.288211
22.19,22.85528
20.37,20.935732
20.37,20.649643
21.01,20.838633
7.59,8.259957
24.980000000000004,24.70464
19.28,19.190779
18.86,19.497553
8.03,9.057973
19.34,19.434649
14.4,14.218187
20.2,20.312147
15.2,15.162525
17.22,17.185547
20.84,21.443521
14.109999999999998,13.676415
16.15,16.240509
24.23,23.801645
21.98,22.062206
9.62,9.380073
15.65,15.936166
11.74,11.138887
8.51,9.140074
8.08,8.160354
21.81,22.185898
18.98,19.023338
9.37,9.3972435
21.66,21.416237
20.52,21.24474
18.24,18.169193
12.97,11.728374
20.5,20.958885
17.88,18.09731
13.23,12.843958
6.33,6.267389
21.32,21.175928
10.27,10.2835
17.54,18.316574
12.14,12.200565
20.1,20.465702
23.08,22.720295
13.57,14.960973
20.36,20.577425
23.26,23.517815
9.06,9.111082
11.09,10.510006
6.49,7.3007126
22.05,22.147615
17.19,17.337751
8.2,8.798776
12.29,12.565698
23.74,23.82691
22.85,23.193497
12.12,11.972735
22.14,22.103025
20.6,20.407137
15.290000000000001,16.599659
6.73,7.4538
19.86,18.477203
22.04,22.389647
10.12,9.639486
20.81,20.954473
20.18,20.178696
23.67,23.929798
10.79,9.7448
9.45,9.707461
9.2,9.203981
25.99,26.609367
16.95,17.068966
10.6,10.83162
24.39,24.811518
10.7,10.11282
13.27,12.4265785
19.98,20.025564
9.8,9.715306
12.94,12.384685
14.910000000000002,15.138282
11.92,12.195616
21.74,21.448662
19.34,19.165083
25.080000000000002,25.588623
14.310000000000002,13.028253
21.18,20.931398
19.62,20.028055
9.47,9.056221
21.22,21.382425
16.97,17.043488
21.55,21.70455
16.79,17.87663
14.98,14.995082
12.12,11.435675
15.41,16.533255
10.15,10.693316
17.39,16.98203
12.63,13.177226
14.8,13.873062
24.69,24.658815
7.94,7.785324
9.62,9.822181
21.56,21.92816
7.1499999999999995,8.545408
7.4,8.301415
21.61,21.567667
23.21,22.668783
22.79,22.867802
11.06,11.343795
20.09,20.391876
20.16,21.573051
25.720000000000002,26.147858
21.0,20.666908
14.61,13.637075
11.92,11.687372
9.93,10.302618
20.4,21.147173
17.65,17.58685
21.61,21.95908
21.54,20.988302
16.86,17.578997
18.51,17.815329
12.43,12.444272
10.86,11.200537
12.860000000000001,13.265491
13.66,12.497086
15.06,14.813138
22.28,22.963848
12.04,11.604513
25.020000000000003,25.347399
18.74,18.590343
18.47,17.673992
14.74,13.889377
23.27,23.412151
15.579999999999998,16.196661
9.42,9.653868
14.679999999999998,14.643139
17.08,18.122799
20.41,20.671251
11.56,11.785857
14.900000000000002,14.575537
19.68,19.626343
25.17,24.636093
13.58,13.194028
10.06,10.512061
21.34,21.151793
22.13,22.236229
11.49,11.1219635
20.22,20.504759
25.31,25.206558
21.42,21.3104
9.01,9.982991
20.32,20.150944
9.66,8.522367
12.619999999999997,12.638639
22.0,21.670948
21.77,21.354622
23.72,24.062965
10.79,10.5166855
21.57,21.977966
18.12,18.436178
14.85,14.755255
18.26,18.34474
16.81,16.934258
11.87,10.849071
19.49,20.692373
9.84,9.865668
8.94,9.189636
22.34,22.513977
18.85,18.845495
14.000000000000002,14.497844
12.02,12.016691
14.96,15.201551
19.08,18.89387
21.66,21.697355
23.4,24.10342
23.91,24.206814
13.24,13.449807
23.28,22.780401
19.37,19.270105
20.82,20.64831
20.94,20.804888
18.98,19.504385
8.69,8.66607
20.6,20.36832
15.500000000000002,15.586675
20.16,19.722239
22.36,22.444635
8.87,9.529323
18.95,18.868057
14.83,14.344878
17.79,17.614851
13.63,12.995066
17.28,16.769674
16.16,16.286991
12.32,13.240562
23.9,22.568983
13.5,13.639007
6.38,5.871233
15.95,16.22947
16.85,16.825352
10.71,9.93945
13.179999999999998,12.276882
14.679999999999998,14.020808
7.84,8.151967
9.49,9.72341
16.9,16.641773
10.74,10.34587
8.77,8.747866
25.080000000000002,24.108992
18.29,18.260735
24.54,23.941648
20.28,19.832813
20.13,19.75416
8.15,9.175096
7.640000000000001,8.708738
21.74,22.605797
10.81,10.368295
11.94,12.167249
15.11,15.56958
21.6,21.619213
9.91,10.027517
17.77,18.477585
22.65,22.716946
20.58,20.41558
8.31,8.530791
21.47,21.532856
11.44,11.807079
21.9,21.599407
19.46,18.798462
19.15,19.199825
22.66,22.359814
24.31,24.776358
18.41,17.852243
20.74,20.515383
21.05,20.82589
20.53,20.403097
13.68,13.487866
10.2,10.131021
23.99,23.599083
18.38,18.830212
17.99,17.524393
5.44,6.03049
19.98,19.656805
12.66,12.723973
20.08,19.78091
20.48,19.705761
11.53,10.753288
21.7,21.513935
21.36,22.709412
21.73,21.668821
23.12,22.335587
12.04,11.846479
17.89,18.58664
8.12,7.482856
13.050000000000002,13.525483
21.27,21.361113
5.56,6.7427216
19.7,19.404055
20.54,20.488441
7.760000000000001,8.424275
9.51,10.736231
22.27,22.601664
16.48,16.915297
19.64,19.468481
16.79,16.758286
21.63,21.57984
15.68,14.600945
14.900000000000002,14.552114
15.9,15.79805
10.16,9.539774
8.58,8.854301
18.48,18.863358
24.27,23.520166
12.510000000000002,12.283153
23.13,23.390387
21.74,21.475683
18.29,18.178007
8.38,8.96621
20.1,20.126081
13.060000000000002,13.082029
20.2,20.061893
25.080000000000002,24.448975
23.64,23.503954
21.42,22.07234
23.48,24.013031
18.79,18.941902
12.66,12.50645
19.19,18.856897
14.5,13.882905
20.22,20.297937
14.82,14.318105
21.0,20.789415
21.18,21.26601
8.11,8.512158
20.83,20.912643
9.7,9.890467
8.16,8.05113
20.41,20.272022
23.79,24.410604
21.97,22.192337
10.06,9.090084
9.59,9.583635
11.43,11.784527
18.46,18.240519
16.5,16.650583
14.370000000000001,15.652143
19.41,19.532164
17.4,17.226843
22.43,22.76466
17.38,16.687092
8.69,7.9428873
19.78,19.769016
12.36,13.338097
22.71,22.47124
21.78,21.821291
8.92,9.062442
8.58,9.123959
13.390000000000002,14.169999
13.050000000000002,12.4469185
9.51,9.187656
8.95,9.411973
23.24,22.96596
16.68,17.013037
10.52,9.874793
21.8,21.690584
22.0,21.969255
7.08,7.60063
5.57,7.0172353
21.97,22.022253
19.32,19.072424
21.23,21.02691
21.51,21.929272
12.33,11.669531
21.68,21.88391
21.34,21.316545
17.53,17.289576
20.81,20.460102
15.18,15.205782
19.9,20.075575
21.7,21.8519
21.54,21.166231
10.88,11.365479
22.99,23.464146
20.55,20.688686
15.64,15.541951
21.35,20.889767
19.45,19.18719
7.98,8.578661
17.53,18.315535
12.22,11.875351
25.78,25.900478
21.55,21.24666
23.49,23.919336
24.4,23.939528
24.85,24.462925
11.76,11.711189
22.0,22.163794
6.2,7.369326
14.74,13.95476
21.24,21.123457
18.07,17.990652
20.99,20.88863
7.470000000000001,8.184085
6.540000000000001,7.916207
16.71,17.041876
21.37,21.729849
20.26,20.254784
22.87,22.739992
9.21,9.310445
22.13,21.97489
21.5,21.408333
20.77,20.864391
9.92,9.34294
21.19,20.927319
13.450000000000001,13.298125
18.9,18.976273
18.68,18.087528
11.29,10.931758
20.49,20.485147
9.67,9.928866
10.4,10.437456
7.799999999999999,7.8657
21.52,21.208563
8.6,9.131343
16.61,16.986042
18.38,19.09408
12.56,11.725011
8.72,8.985478
13.440000000000001,14.346471
21.17,20.820293
16.39,16.350586
22.25,21.676195
18.98,18.721647
23.55,23.811453
21.82,21.80164
14.910000000000002,14.564996
20.51,20.614582
8.37,8.361449
10.17,10.042915
18.15,18.230452
18.32,18.207361
24.27,24.411514
10.13,9.555363
13.12,12.894207
21.74,21.350481
10.94,11.060168
10.06,10.160838
14.47,15.055671
14.85,14.916642
12.28,11.725255
21.25,21.250721
15.4,15.320842
3.54,5.048548
6.980000000000001,7.688319
16.96,17.172525
10.95,12.01079
22.42,22.341482
21.06,20.692648
7.08,7.348221
21.47,22.069431
20.23,20.279366
17.67,18.040482
8.94,9.433419
18.05,18.208738
8.56,8.703626
13.27,13.3242035
20.37,20.067677
21.32,20.725523
12.35,12.070392
15.850000000000001,15.6405325
21.72,21.777962
18.41,18.611504
15.76,15.916907
20.45,20.424948
13.58,14.3675
13.56,12.745587
9.08,9.440373
20.2,20.465672
21.14,21.302492
19.47,19.948843
8.63,8.463358
12.21,11.584693
16.83,16.982338
17.2,17.073948
16.05,16.520645
21.54,21.295094
21.47,21.144682
19.69,20.216888
12.76,13.27619
22.36,22.610655
19.1,19.022755
21.16,21.178497
10.63,10.415251
20.11,20.428501
19.6,19.511507
13.400000000000002,13.044712
16.28,16.38398
23.88,24.153936
15.2,14.896768
22.51,22.49422
23.55,23.60903
22.47,21.729761
24.22,24.150934
6.79,7.5106864
16.56,17.124079
22.77,23.020367
21.95,21.6708
13.28,13.7459345
24.23,23.664782
13.46,13.111137
17.43,17.203238
20.52,20.589672
14.73,15.359281
19.89,19.704657
24.24,24.817204
24.76,24.236666
10.63,10.274839
10.91,10.506162
13.440000000000001,13.59725
22.26,22.66572
9.46,10.427029
20.36,19.989525
20.97,21.03635
21.68,22.625595
23.0,22.864435
17.58,18.127848
24.2,24.112597
15.33,15.394189
19.3,18.76825
8.71,8.81174
9.56,10.455888
16.95,16.00183
21.93,22.266054
7.629999999999999,8.915688
16.82,16.998034
19.77,19.51512
22.44,22.608635
10.93,10.98325
11.79,12.122228
19.4,19.656818
20.59,20.232136
25.729999999999997,24.940735
15.820000000000002,16.36791
9.5,10.096329
14.350000000000001,14.3257885
22.23,22.670902
18.47,18.662338
23.83,23.22463
19.41,18.370937
10.65,10.282891
21.08,21.483442
23.84,23.78729
20.2,20.316467
21.34,21.061384
20.43,19.095163
22.53,22.507717
10.77,10.338178
23.58,24.29081
20.48,20.766472
11.39,10.855378
18.76,18.6541
17.84,17.965155
24.06,24.404114
14.81,13.564275
6.84,7.8664956
15.569999999999999,15.459456
10.27,9.779685
19.61,18.69075
22.14,22.226852
9.9,9.966217
18.01,18.735733
20.43,21.162666
19.3,19.599033
11.69,11.808742
20.81,21.467113
17.78,18.83458
18.65,18.644049
9.85,9.76585
11.8,12.063672
19.21,19.615917
19.18,19.848394
18.66,18.94673
11.93,12.8635845
23.83,24.154526
21.37,22.243727
8.66,9.059669
8.45,8.398677
20.22,20.07343
19.82,19.616426
18.92,18.697416
19.74,19.636189
25.149999999999995,25.003532
23.14,23.477583
20.4,20.870417
19.9,19.985283
20.84,20.481201
21.37,21.591606
7.740000000000001,7.7835264
11.25,10.360509
21.25,20.937325
19.46,19.181955
24.81,24.464323
20.35,20.420132
10.23,9.178704
13.32,12.568607
22.22,21.681622
13.080000000000002,11.564897
20.48,19.821249
13.430000000000001,14.360585
10.58,9.460503
17.42,16.711939
20.51,20.30416
18.78,18.804945
15.77,16.76735
22.13,22.309406
21.6,21.084066
13.95,14.3836155
19.95,19.2685
11.52,10.848788
8.05,8.280291
20.0,19.81851
16.2,16.114109
19.87,20.263172
22.96,23.234112
16.28,16.013956
19.73,20.761156
10.76,11.7727785
13.85,13.47178
21.96,22.280018
18.45,18.115606
23.6,21.740875
18.08,18.050875
4.93,5.8287997
24.0,23.907557
22.95,24.0889
23.44,24.046799
8.78,8.77724
21.55,21.448067
21.57,21.441795
21.9,22.151152
21.89,22.030605
17.63,18.019426
20.16,20.263195
11.93,11.186455
11.21,10.425294
18.51,18.631222
20.66,20.52249
21.17,20.884918
10.52,10.3556595
20.67,20.637747
17.18,16.740906
21.59,21.705973
12.43,11.747264
13.410000000000002,12.787163
12.18,11.997898
19.69,19.57356
22.18,22.275211
12.99,12.839881
20.48,20.398626
23.0,23.232838
25.199999999999996,25.146915
7.029999999999999,8.243383
24.12,24.28635
14.360000000000001,13.432218
21.08,21.090574
20.07,19.741455
20.97,20.748611
17.08,15.732048
13.719999999999999,13.494089
12.18,11.234604
16.84,16.683933
7.629999999999999,7.5148754
8.06,8.991175
18.56,17.731579
23.47,23.981049
18.0,17.732502
13.9,14.17801
10.33,11.328156
15.549999999999999,15.338258
18.24,18.583387
9.81,10.663802
6.17,6.8682337
10.73,10.072535
13.9,14.005248
23.66,23.944141
23.04,22.475172
22.48,22.293354
8.85,9.419415
18.79,19.237465
18.9,18.707062
20.12,20.404083
8.67,8.878264
21.64,21.615232
20.26,20.165756
21.02,20.981438
16.68,16.782717
21.0,20.844845
19.03,19.912682
20.92,20.60057
22.5,22.688702
23.22,23.362051
20.14,20.118235
11.13,11.6692295
21.48,21.123392
16.47,16.342787
19.28,19.343231
19.1,20.029364
23.72,24.314188
19.73,20.032799
22.24,22.200481
19.88,20.658545
24.5,24.399855
22.47,22.900377
21.12,20.502474
12.75,11.839002
13.970000000000002,13.792005
18.09,18.562927
13.32,11.844068
17.65,17.889616
8.48,8.771945
22.69,21.661913
12.92,11.918733
16.09,16.229061
11.21,10.812198
15.73,15.640584
15.71,15.80294
21.39,21.040577
12.2,11.82201
18.61,19.303099
15.3,15.019057
21.99,22.131662
21.04,20.933926
19.5,19.35359
18.03,17.771353
16.64,16.565851
6.720000000000001,7.288923
15.05,14.765785
20.85,21.101751
20.44,20.14698
19.87,19.629738
21.01,20.853786
20.09,19.905624
13.380000000000003,13.072315
10.25,10.451871
12.69,12.095149
12.06,11.564688
20.77,20.9577
14.57,14.509201
21.21,22.267311
16.49,17.023455
19.88,19.392582
20.94,20.578903
19.15,19.211746
11.93,12.62152
19.75,19.590849
19.57,19.27719
13.139999999999999,12.116422
12.58,12.605355
10.12,9.874091
20.29,20.122223
16.76,16.725014
13.970000000000002,14.368299
21.96,21.622358
23.7,23.949072
22.9,23.362238
21.51,20.735413
17.46,18.10314
20.59,20.601517
20.57,21.013088
20.2,20.81047
6.36,6.979356
23.5,23.033491
9.59,8.981842
21.12,21.145594
24.97,25.792303
23.81,23.30505
10.92,11.269206
16.78,17.105291
18.35,17.85246
15.96,14.765071
8.99,9.930766
13.58,13.480522
21.11,20.52692
21.08,21.023184
22.52,22.816574
21.36,21.49247
9.13,9.427178
22.29,22.929695
8.14,8.742187
13.94,15.054574
12.609999999999998,12.2117815
15.78,15.924476
20.65,21.01005
7.930000000000001,8.034445
8.15,8.062026
18.36,17.349943
22.97,23.207705
12.619999999999997,11.836415
17.09,17.905855
17.08,16.531103
9.44,9.568449
23.75,23.733055
9.11,9.785884
20.24,19.92602
6.16,7.2039857
20.41,19.360855
11.37,10.358956
20.21,20.11247
20.38,21.038708
8.5,8.496925
23.49,23.537603
17.12,16.853062
12.09,11.34705
21.74,21.983692
22.1,22.024195
17.31,16.935339
24.17,24.245016
10.14,10.038901
17.35,17.521841
7.329999999999999,7.9123287
15.34,15.266556
22.02,22.2895
7.66,8.892187
20.99,20.914194
8.6,8.950719
12.56,12.923685
10.59,10.351736
8.97,9.689085
11.86,11.84373
23.79,24.192125
11.36,10.982755
23.65,24.125555
11.73,12.102896
20.55,20.723114
11.4,10.606987
16.69,15.261268
9.09,9.105637
23.4,23.195145
11.23,11.057296
16.89,17.85027
23.3,23.407885
20.19,20.904022
22.79,23.331192
21.55,21.47147
17.32,17.060627
11.84,11.175241
10.89,10.379495
21.96,22.444168
19.55,19.415512
17.53,17.3125
20.17,19.98886
21.25,21.467972
20.52,20.442854
20.1,20.014133
16.26,15.581369
21.26,19.639908
21.27,22.178146
16.51,17.007648
11.97,11.252754
20.59,20.432915
21.95,21.827738
21.29,21.321024
19.62,19.49497
11.96,11.136866
10.55,10.731001
21.71,21.58386
19.11,18.861584
19.48,19.033422
20.83,21.57559
7.99,8.504034
18.18,17.894379
22.61,22.320656
22.28,22.713186
13.050000000000002,12.53442
19.51,19.334959
12.27,11.778674
20.77,20.787262
19.5,19.184519
20.42,20.054853
20.07,19.727882
18.44,17.92957
22.09,22.398005
21.6,21.681044
23.11,22.288157
23.95,23.435844
12.98,13.205756
18.14,18.330965
7.760000000000001,7.932918
15.019999999999998,13.859745
20.92,20.66872
23.27,24.20725
14.550000000000002,14.702217
21.22,20.9734
20.55,21.003489
24.42,24.844427
16.73,16.719276
9.54,9.666547
14.77,14.125697
12.08,11.42731
25.98,25.242323
8.9,9.082001
19.97,20.13547
19.94,20.743196
20.64,21.719421
20.66,20.363062
12.27,12.529582
18.56,19.119713
19.48,19.284992
9.78,9.963723
18.66,18.847193
23.11,22.986103
19.77,20.050007
20.98,20.752213
23.93,23.867887
17.72,17.933796
8.89,9.157856
22.27,21.977993
10.79,10.426088
10.12,10.267778
20.7,20.798227
17.46,16.859133
23.53,24.272001
22.1,21.962137
20.66,20.49522
8.46,8.277625
16.82,16.953482
22.33,22.034014
19.12,19.475851
12.609999999999998,12.508436
21.21,21.830526
12.530000000000001,12.603805
21.38,21.266233
21.28,21.193443
9.48,9.628979
13.430000000000001,12.869506
11.55,12.512386
5.04,6.765052
20.33,19.714695
10.67,11.180825
19.0,18.54363
14.58,14.124877
12.619999999999997,12.198285
7.920000000000001,8.154597
5.72,6.964126
19.08,19.175276
12.55,12.024082
18.78,19.202745
8.6,8.66194
17.82,17.559324
16.14,15.295645
15.9,16.605772
13.53,13.379659
13.01,13.055076
12.08,12.596695
8.88,9.118231
20.93,20.82317
18.68,18.414232
11.34,10.613565
8.79,8.906377
21.37,21.790281
21.06,20.942951
23.69,23.235489
19.78,19.939785
13.88,14.759682
21.56,22.078724
8.67,8.951144
21.4,21.338083
13.81,14.422046
19.92,19.764202
24.58,24.990295
15.579999999999998,15.286219
15.71,15.806242
12.540000000000001,12.03905
17.96,17.202427
6.64,7.565218
12.89,12.552607
20.49,20.409924
20.73,19.426374
6.990000000000001,7.122336
9.3,10.129988
21.84,21.787956
21.27,21.29534
7.2,8.130946
12.73,11.51383
14.29,14.224876
21.73,21.175722
19.69,19.488039
17.37,17.276985
23.58,23.230566
9.47,9.423246
14.930000000000001,14.836212
11.8,11.113455
26.04,26.215607
20.17,19.815765
16.95,16.456846
18.63,18.171362
19.84,19.822378
19.87,19.552258
9.83,10.196754
21.92,22.147488
20.07,20.21629
19.16,19.676394
13.61,14.353405
8.61,9.777201
15.76,14.886965
13.62,13.505642
20.27,19.961994
20.61,20.704222
20.72,20.479242
13.01,12.49721
24.03,24.001995
15.12,14.975911
13.68,13.218888
17.02,16.65656
20.53,20.618547
15.33,14.532123
20.85,21.0338
18.56,18.539642
20.48,20.561409
13.59,13.55272
14.41,14.225165
22.91,24.066113
12.68,12.099107
20.1,19.834631
18.93,19.43873
12.56,12.028792
21.82,21.845264
22.36,22.30711
17.96,18.091135
20.64,20.498915
18.28,17.895706
12.94,12.562314
9.93,10.116495
20.48,21.57039
22.21,22.838064
12.490000000000002,12.411098
10.25,9.6936245
19.19,18.461096
20.96,20.66697
13.390000000000002,13.009597
10.36,9.604374
10.98,11.573829
20.03,20.689224
21.21,20.80942
22.52,22.46259
20.76,20.548916
18.81,19.002237
20.25,19.991533
21.07,21.500772
20.72,20.292341
21.36,21.555008
11.86,12.56364
22.8,23.536243
18.99,18.768997
15.07,14.597808
18.16,19.397192
21.44,21.07408
23.79,23.841757
15.19,14.838346
9.35,9.849491
22.48,22.685308
25.109999999999996,25.84055
10.61,11.6894
23.75,24.374798
11.26,10.767934
7.180000000000001,7.677465
17.0,17.168934
22.8,22.628853
19.36,19.232185
19.9,19.780931
21.19,20.884857
14.4,13.39967
21.02,20.723837
7.440000000000001,7.9499617
16.53,16.259666
22.53,22.601433
11.6,11.289397
20.82,21.448578
19.22,19.0256
19.74,19.71107
18.75,18.9017
13.93,13.458773
15.41,15.525214
9.89,9.976379
21.1,21.039108
17.0,17.063047
8.69,10.45609
11.74,12.679008
21.94,22.168877
21.15,21.447157
10.16,10.551197
24.01,23.938179
22.89,23.389933
11.56,10.935289
22.27,21.849115
8.8,8.834379
21.35,21.640919
24.53,23.684738
19.98,19.976118
19.55,19.090681
15.41,15.901749
10.49,10.294699
9.21,9.678013
10.48,10.063045
22.4,21.448893
21.58,21.85332
22.11,22.49584
7.87,7.867507
20.12,20.061644
21.94,21.761507
18.58,18.931938
21.6,21.89318
20.53,20.544884
23.2,22.708345
19.63,19.269678
11.35,10.829585
20.18,19.79625
21.3,21.293247
24.46,25.29215
22.63,22.575863
11.49,11.351085
22.98,22.140453
19.63,19.22654
17.13,16.326939
17.95,18.407402
14.370000000000001,13.808956
22.0,22.929363
10.54,11.824752
15.71,15.664591
20.13,19.28579
13.62,13.536984
8.94,9.007483
20.03,20.049932
