Actual_train,Predicted_train
22.87,22.911936
14.98,14.973657
9.44,9.450342
21.71,21.7265
23.77,23.771143
21.32,21.387873
11.44,11.521038
21.21,21.232307
19.64,19.380093
16.0,16.293987
18.55,18.580189
21.22,20.977716
15.97,15.58156
13.37,13.438858
23.85,23.757639
20.11,20.27784
23.27,23.222256
21.19,21.23535
8.58,8.72732
19.66,19.5552
13.139999999999999,13.288824
18.96,19.023537
12.850000000000001,12.84394
17.16,17.265383
9.7,9.829759
22.23,22.008764
12.63,12.58399
22.23,22.31167
20.51,20.562386
10.39,9.937957
21.7,21.641344
20.21,19.822126
9.87,9.983931
13.34,13.28944
25.18,24.998075
19.22,19.097279
19.39,19.40606
20.97,20.944149
5.73,6.2755966
16.04,16.316643
14.78,14.85673
25.069999999999997,24.910835
23.47,23.183313
13.159999999999998,12.939438
12.55,13.0077305
14.119999999999997,14.191536
7.85,8.1417885
21.47,21.484829
9.45,9.208518
11.28,11.053266
20.68,20.637957
12.03,11.98585
22.75,22.814034
24.87,24.837963
23.53,23.530355
11.9,11.753796
19.53,19.592976
21.48,21.339762
14.699999999999998,15.076987
20.57,20.480516
19.44,19.49379
21.5,21.375124
22.75,22.638905
21.64,21.604372
20.96,21.039711
11.14,10.723922
9.72,9.71317
13.89,13.790412
15.73,15.626641
15.72,15.566683
13.26,12.94905
10.93,10.988435
14.4,14.204295
21.44,21.47428
11.53,11.6493845
10.86,10.254292
19.38,19.501587
20.43,20.413095
10.71,10.535478
8.1,8.113701
24.980000000000004,24.886091
23.22,23.175833
18.97,18.959642
13.11,12.917195
15.19,14.973002
19.06,19.066246
25.27,25.092085
20.66,20.66153
9.39,9.440693
20.22,20.190187
15.589999999999998,15.490123
20.74,20.739885
9.71,10.115985
23.2,23.274376
20.12,20.224112
15.800000000000002,15.92575
8.76,8.545179
22.59,22.551966
10.21,10.565646
8.93,9.102416
16.46,16.870213
7.87,7.5191393
20.09,20.088003
11.45,11.198114
20.84,20.808266
13.199999999999998,13.341791
11.51,11.088816
19.98,20.034763
18.47,18.465912
19.32,19.388302
7.1499999999999995,6.6183443
14.340000000000002,13.838892
12.04,11.812335
14.61,14.445193
18.22,18.308073
18.07,18.276144
19.44,19.430511
11.96,11.970054
9.22,9.202496
23.05,22.951445
21.37,21.2679
20.8,20.77945
20.54,20.665813
11.18,10.917288
21.28,21.270315
19.95,19.969412
15.63,15.802426
17.33,17.232117
23.62,23.58728
18.52,18.571259
19.37,19.567993
21.85,21.798883
10.44,10.258755
20.38,20.681328
22.13,22.049252
21.95,21.881817
8.27,8.163877
22.17,22.143396
19.41,19.400013
10.81,10.674739
19.77,19.833237
11.29,11.349961
19.05,19.053703
10.89,10.711665
20.58,20.598034
20.27,20.527632
21.9,21.977629
15.13,14.784406
25.14,24.896084
23.39,23.15497
13.789999999999997,13.909181
9.04,9.48593
8.98,8.801131
23.03,22.780928
20.25,20.275003
19.35,19.381672
10.5,10.434356
19.26,19.20685
16.12,15.936296
16.15,15.928725
21.5,21.43273
14.26,14.447402
15.249999999999998,15.035911
20.53,20.559225
23.36,23.513126
20.37,20.38862
12.37,12.755147
22.99,22.961962
23.37,23.395512
9.58,9.607634
19.68,19.720694
19.94,19.951378
6.83,6.4488745
13.090000000000002,12.471929
14.16,13.292088
7.77,8.083352
6.010000000000001,5.4884715
15.229999999999999,15.348669
20.66,20.641655
18.54,18.266119
25.679999999999996,25.715666
14.950000000000001,15.0004
12.609999999999998,12.393119
7.2,6.8893747
15.95,15.888187
23.16,22.621521
18.57,18.43369
11.09,11.276065
22.12,22.304613
22.7,22.53231
21.79,21.905825
21.31,21.373041
22.16,22.167269
9.38,9.346748
12.75,12.585929
10.18,9.956165
8.92,8.710979
15.029999999999998,14.880525
21.31,21.297523
15.01,15.108858
12.819999999999999,12.043589
22.41,22.421057
7.329999999999999,7.4089675
22.09,22.063011
12.18,11.872472
20.59,20.615978
22.35,22.352785
10.09,9.854365
23.37,23.125324
19.47,19.468988
14.010000000000002,14.261215
20.84,20.880098
9.31,9.173026
17.18,16.699816
19.44,19.296219
18.37,18.470106
20.77,20.724684
12.06,11.762289
18.21,18.23958
21.48,21.55303
7.809999999999999,7.7821755
25.88,25.550417
21.53,21.539286
19.74,19.656855
14.99,15.163839
12.16,12.105795
23.64,23.374226
18.71,18.646685
20.94,20.503529
19.54,18.977774
16.06,15.781204
16.35,16.557415
23.69,23.740038
21.52,21.46257
8.74,8.731051
14.900000000000002,14.529149
12.69,12.515701
19.69,19.702984
21.33,21.406471
12.11,12.121767
10.1,10.083365
14.22,14.097089
22.08,21.766222
24.16,24.019981
9.94,9.808301
20.15,20.175774
17.21,17.243137
19.03,18.834246
21.98,21.880861
10.44,10.651938
22.44,22.39293
21.17,21.079748
9.33,8.996364
18.12,18.128464
21.49,21.428942
12.17,12.278759
13.24,13.493408
23.55,23.51472
10.43,10.498105
7.88,7.8019753
11.91,12.025407
19.88,19.688225
9.88,9.924833
15.599999999999998,15.393139
11.17,11.223392
8.82,8.772608
18.75,18.021362
20.79,20.760752
22.53,22.527105
8.4,8.591971
12.02,12.212795
17.0,17.212425
20.04,20.27754
17.55,17.628508
22.55,22.514416
12.96,12.980853
12.97,13.114837
8.55,9.013908
12.69,12.592923
10.23,10.281753
22.18,22.056036
23.36,23.226316
12.34,12.408596
19.71,19.729511
7.460000000000001,7.897864
23.15,23.117937
9.68,9.739631
11.87,11.196183
21.61,21.571325
10.29,10.145611
18.67,18.699207
7.49,7.198586
10.52,10.432632
17.14,16.759867
8.91,8.833598
3.41,3.3791683
20.57,20.543219
9.73,9.636958
16.9,16.903017
7.22,6.7301764
19.83,19.863125
15.3,15.323505
21.56,21.56628
23.86,23.776733
13.11,13.070435
21.14,21.050503
11.85,11.545384
22.73,22.684256
15.0,15.05201
23.91,23.981926
13.24,13.231221
21.73,21.749065
17.52,17.492023
15.480000000000002,15.617319
13.400000000000002,12.990467
19.93,19.84879
10.2,10.196325
14.98,14.781325
20.47,20.534616
24.09,24.123674
22.06,22.036465
17.96,17.380835
21.54,21.58934
21.83,21.829823
18.63,18.60475
20.22,20.271475
9.8,9.770363
13.390000000000002,13.6973915
21.66,21.6902
3.1999999999999997,3.2375233
11.17,10.540505
22.57,22.387724
21.01,21.044096
18.77,18.832766
21.83,21.907951
19.68,19.707163
10.88,10.918304
20.75,20.801971
14.15,14.083489
10.29,10.365734
7.83,7.628955
20.13,20.20258
15.07,15.146145
23.02,23.039494
13.51,13.161598
23.65,23.630863
10.29,10.094902
8.46,8.76677
23.17,23.057764
17.82,18.050707
23.09,23.02681
17.55,17.382528
11.91,11.890907
11.55,11.636578
21.13,21.194275
21.06,20.969019
13.27,13.551651
14.689999999999998,14.526405
25.610000000000003,25.611485
20.04,20.01734
16.96,17.052723
20.38,20.500986
12.29,12.275801
17.79,17.697348
22.59,22.621822
10.4,10.28263
9.12,8.972674
17.8,17.578403
14.51,14.461754
11.11,11.094333
16.55,16.56241
21.87,21.724682
12.520000000000001,12.104381
13.139999999999999,13.352731
14.58,14.531801
11.16,11.564876
23.92,23.741776
23.76,23.720083
22.58,22.447693
12.17,11.964895
20.99,20.514389
5.7,5.9087896
14.58,14.317755
15.67,15.600184
22.79,22.663738
15.37,15.141032
25.8,25.552229
21.03,20.88128
12.35,12.329661
22.32,22.32687
24.08,23.981173
21.67,21.28938
15.44,14.977047
18.7,18.366112
20.27,20.287558
15.39,15.478707
21.79,21.662096
17.94,17.999876
19.99,19.995955
21.94,21.356834
22.86,22.720884
12.520000000000001,12.408988
7.809999999999999,7.7884574
10.39,10.391911
19.71,19.678694
21.67,21.746307
11.09,10.762188
23.11,23.098892
22.27,22.357956
22.09,22.041647
23.11,22.709002
20.6,20.554918
20.98,21.01507
15.07,15.019893
22.88,22.786375
9.01,9.176211
19.18,19.17164
15.06,14.8301115
20.37,20.10852
25.38,25.256374
20.49,20.391111
8.3,8.144848
21.86,22.003162
16.16,16.181171
21.29,21.161665
10.11,9.966326
20.93,20.929485
11.3,10.903456
18.83,18.884851
20.73,20.80506
21.01,21.060492
8.9,9.401286
17.37,17.146019
20.9,20.921587
11.6,11.297211
14.109999999999998,14.263701
15.9,15.8717785
9.96,9.618565
22.99,22.869389
8.99,9.407095
9.41,9.254756
21.57,21.593868
13.159999999999998,13.076703
18.85,18.852152
19.7,19.704857
21.23,21.237066
22.15,22.147219
10.16,10.091611
10.29,10.086756
11.12,11.444848
15.1,15.508274
22.34,22.35427
12.97,13.192587
14.880000000000003,14.847546
10.77,10.88661
15.08,14.975052
16.66,16.8162
10.95,11.351013
10.86,10.728127
20.05,20.122463
21.67,21.550869
7.87,7.9473977
22.01,22.04366
12.28,12.048041
8.33,8.51163
22.78,22.807457
16.19,16.497252
14.16,13.8008
22.61,21.984224
22.94,22.704054
5.04,5.2717624
12.98,12.925967
19.53,19.161993
22.13,22.074366
19.84,19.801167
20.4,20.426414
20.82,20.948801
14.46,14.61267
20.36,20.339714
23.31,23.24464
15.1,14.5353775
15.549999999999999,15.368417
15.14,14.940944
9.95,9.946293
7.38,7.424221
9.08,8.97576
13.33,13.254484
19.91,19.947638
18.56,18.542305
18.93,19.00407
9.17,9.341415
18.57,18.66932
11.92,12.0056305
19.68,19.63427
16.93,16.856611
19.55,19.60307
16.02,15.823312
12.15,12.435846
22.27,22.280706
11.76,11.296817
22.55,21.910553
10.21,9.679617
17.77,17.577173
22.37,22.378866
19.02,18.91621
11.81,12.139847
23.17,23.318298
14.940000000000001,15.134858
20.09,20.126099
19.76,19.92394
9.52,9.491966
22.3,22.263596
13.390000000000002,13.617074
10.52,10.351321
20.61,20.645502
6.92,7.238785
23.11,23.020494
12.22,12.347388
8.87,8.913854
15.569999999999999,15.459704
24.920000000000005,24.968054
25.530000000000005,25.287457
9.68,9.510075
20.61,20.555954
10.92,10.662232
19.34,19.339972
18.75,18.929493
13.61,13.528209
20.18,20.197939
9.2,9.162654
19.3,19.301111
21.36,21.351198
8.23,8.159077
10.96,11.136736
13.59,13.674085
23.82,23.78616
19.47,19.526972
15.66,15.610255
20.93,20.946442
8.21,7.881344
9.7,9.599028
22.76,22.483587
22.77,22.77381
14.49,14.493849
22.26,22.14254
23.86,23.80065
23.01,22.743124
15.460000000000003,15.287109
22.61,22.531046
10.86,10.921813
11.13,11.039674
16.29,16.146034
15.1,14.649213
21.08,21.13232
9.07,9.213328
20.9,20.434965
9.94,9.284304
20.08,20.148088
20.5,20.373623
16.19,16.20903
20.1,20.047148
20.26,20.229643
25.4,25.303337
22.1,22.119268
20.41,20.415682
9.99,10.177381
18.52,18.48528
19.22,19.34629
22.05,22.068329
12.599999999999998,12.644683
20.63,20.664043
14.299999999999999,14.097817
16.2,15.978225
14.000000000000002,13.947936
20.2,20.252792
18.64,18.806921
17.23,17.129583
10.98,10.84284
14.099999999999998,14.270653
23.44,23.385271
16.6,16.542652
10.1,10.051065
17.67,17.70397
14.920000000000002,15.127969
19.81,19.962029
22.09,22.097025
21.18,21.212667
14.23,14.006278
8.34,8.396148
11.29,11.123054
20.42,20.433249
11.17,10.844041
15.94,15.754627
14.16,14.176344
24.09,23.926188
21.49,21.440481
11.23,10.911022
10.29,10.505571
22.79,22.698812
12.540000000000001,12.727777
13.34,13.298623
13.94,14.1553
22.78,22.7616
7.42,7.660712
16.95,16.888771
9.86,9.62013
15.98,15.998392
5.59,5.02505
21.31,21.483894
9.15,9.236754
18.91,18.977262
23.95,23.886925
17.77,17.989195
18.75,18.863527
22.82,22.78554
9.45,9.313303
20.26,20.429205
9.38,9.38976
20.63,20.67911
6.92,6.9509254
8.97,9.183553
21.24,21.09498
7.68,7.766787
5.64,5.189264
9.97,10.032557
16.28,16.360212
9.97,10.353368
22.62,22.464838
14.6,14.575327
20.28,20.54097
9.72,9.269474
20.38,20.370926
21.61,21.556515
20.92,21.031912
23.82,23.690094
19.64,19.681358
9.9,9.857466
23.41,23.11951
19.1,19.17403
22.53,22.51022
13.66,13.607367
9.74,9.635209
21.52,21.080175
24.58,24.56172
17.16,16.951761
6.34,6.412816
15.54,15.376189
15.17,15.173321
21.49,21.450483
10.61,10.514876
21.52,21.519812
21.93,21.96648
12.65,12.612274
9.77,9.70397
21.03,21.0682
24.0,23.70426
9.28,9.23187
10.16,9.845817
21.05,21.107384
17.67,17.497099
20.96,21.039703
12.78,12.52665
20.97,20.952797
25.789999999999996,25.556011
18.19,18.355793
18.3,18.34943
19.55,19.719362
19.89,19.952127
11.67,11.820032
22.22,22.1204
14.560000000000002,14.749289
21.09,21.15972
10.36,10.6964
11.35,11.531745
18.83,18.813309
22.1,22.103613
6.95,6.982335
13.709999999999999,13.400919
17.4,17.292965
23.25,23.22666
9.86,10.0574045
19.89,20.076756
7.900000000000001,8.201895
22.38,21.976221
15.93,15.511358
22.83,22.82856
16.32,16.513588
13.31,13.299982
19.98,19.981352
20.41,20.353714
22.6,22.351768
21.85,21.877142
20.34,20.449762
10.14,9.878429
18.83,18.944984
21.18,21.182833
7.180000000000001,7.325811
17.29,17.505829
12.13,12.338503
21.39,21.380394
14.47,14.427653
19.71,19.689466
6.51,6.3999066
13.46,13.303565
23.6,23.545162
18.55,18.288937
19.92,19.89325
22.08,21.934116
18.5,18.560078
19.03,19.105284
12.42,12.065291
14.550000000000002,14.805777
9.32,9.585171
13.65,13.717023
25.14,24.982319
8.58,8.295499
11.91,11.659284
14.880000000000003,15.024463
5.41,6.0970016
23.55,23.373117
18.05,17.851164
15.77,15.910981
20.07,20.099184
21.26,21.3381
19.58,19.828817
9.89,10.305286
12.76,12.7812605
20.4,20.32808
12.35,12.34203
8.69,8.734734
13.61,13.609937
13.420000000000002,13.518557
21.48,21.672997
21.94,21.883053
13.060000000000002,13.4393015
22.24,22.282473
20.34,19.955671
20.57,20.559195
9.14,9.177473
14.13,14.073671
11.53,11.296223
18.96,19.059168
21.5,21.275658
13.64,13.51792
7.609999999999999,7.782086
8.91,9.143823
14.49,14.26469
19.47,19.212973
11.15,10.740716
21.3,21.70582
22.19,21.94702
10.21,10.253744
23.35,23.256933
23.18,23.007753
10.84,10.769522
20.85,20.929028
18.28,18.344402
22.51,22.5007
13.21,13.085895
18.21,18.33718
9.11,8.930109
10.02,10.115199
17.21,17.126942
23.99,23.841562
14.699999999999998,14.284694
11.09,10.943715
23.69,23.497221
10.51,10.512264
18.09,18.166111
9.28,9.297026
18.52,18.650547
13.789999999999997,13.859046
20.47,20.413914
13.01,13.047948
22.56,22.490074
12.42,12.432594
20.07,20.09446
23.05,23.03449
21.35,21.28168
20.59,20.556437
20.78,20.881266
22.97,22.975962
15.13,14.89353
9.54,9.608122
10.81,10.711593
16.16,16.133295
19.0,19.059444
6.81,7.1465173
9.93,9.686513
11.26,11.25592
19.73,20.000114
7.170000000000001,7.289872
20.67,20.664297
11.11,11.328677
14.85,15.100139
23.68,23.373053
20.17,20.196423
14.8,14.630478
23.6,23.486284
21.58,21.635511
22.3,22.02242
20.86,20.894258
10.84,10.579183
16.59,16.260805
19.84,19.744537
22.96,22.674543
8.0,8.0213585
10.33,10.603706
8.16,8.257926
10.8,10.583945
16.32,16.340715
23.84,23.795923
11.11,11.191282
19.99,20.03395
20.47,20.485258
23.67,23.18503
24.55,24.530096
13.61,13.453765
17.39,17.445782
22.43,22.194479
14.82,14.59798
21.53,21.697206
17.81,17.750425
19.67,19.521162
19.11,19.131313
21.6,21.063292
24.3,24.209454
7.66,7.5424676
16.12,16.258623
16.9,16.87799
13.66,13.432091
8.5,8.9301195
19.22,19.60398
11.87,11.44704
12.73,12.459101
20.62,20.670242
9.96,10.227506
21.89,21.973135
21.83,21.794817
17.66,18.064209
15.460000000000003,15.372698
22.48,22.388199
19.91,19.960232
20.34,20.392529
23.13,23.059233
16.98,17.168552
12.460000000000003,12.358343
9.27,9.129336
21.85,21.705568
11.12,10.988452
17.83,17.443647
11.17,11.165122
10.81,10.449787
20.86,20.870724
19.18,19.178253
21.44,21.19136
23.14,22.85466
13.88,13.628279
20.46,20.422224
10.46,10.272612
22.09,22.239614
10.34,10.408142
9.36,9.368214
10.09,10.180845
22.43,22.305376
22.54,22.684502
23.46,23.600683
19.27,19.263952
19.92,19.919678
24.51,24.194256
22.36,22.30276
17.06,16.411871
14.370000000000001,14.267627
20.86,20.87214
11.33,11.670393
14.23,14.127324
9.96,9.776337
20.39,20.407927
18.36,18.439308
21.89,21.98917
21.93,21.857977
22.73,22.36885
12.63,12.737264
13.400000000000002,13.623187
18.66,18.661982
20.66,20.669733
17.43,17.63741
22.17,22.167494
20.87,20.924004
12.500000000000002,12.245248
21.86,21.786863
20.97,20.94664
9.91,10.246062
15.470000000000002,15.592462
20.65,20.688965
19.52,19.320515
14.73,14.5124445
15.06,14.818152
9.76,8.848412
20.19,20.203695
18.95,18.976845
22.68,22.485094
17.87,17.821419
20.96,21.103077
14.920000000000002,14.777365
21.63,21.691135
19.74,19.83211
13.0,13.157839
9.76,9.81044
20.62,20.660398
21.36,21.34263
8.78,8.686187
9.13,9.0848055
15.43,15.355252
17.78,17.891708
15.66,15.406098
16.04,16.023636
23.5,23.456875
10.89,10.82215
10.77,10.781447
8.45,8.486914
20.93,21.095064
20.23,20.253162
14.299999999999999,14.142987
7.86,7.4205866
18.01,18.047613
25.3,25.018124
10.39,10.339083
10.98,10.494148
15.12,15.170408
19.87,19.905241
9.93,10.247097
17.5,17.00094
10.27,10.024516
12.25,12.244042
21.65,21.658781
20.29,20.423174
19.31,19.337358
21.77,21.790987
22.71,22.656445
9.4,9.191856
15.2,14.995819
19.49,19.502846
21.26,21.571909
8.16,8.049373
20.77,20.763905
18.43,18.498432
22.35,22.363716
22.17,21.77802
12.44,12.609445
20.51,20.33069
22.98,22.647709
7.71,7.6888156
21.57,21.570036
15.93,15.261356
8.75,8.7391615
11.31,11.54137
16.82,16.179876
24.52,24.698513
20.03,20.019054
18.47,18.533785
24.58,24.545647
10.87,10.499891
20.65,20.703253
11.34,11.297066
22.4,22.4598
14.58,14.219534
10.59,10.719267
14.75,14.05579
16.33,15.951587
9.35,9.333232
20.74,20.740614
17.89,17.809147
16.0,15.994648
22.44,22.522259
19.47,19.465944
20.5,20.524916
8.36,8.174846
18.76,18.73121
15.3,14.971088
22.23,21.911322
13.47,13.01214
22.05,22.125673
21.7,21.720945
22.87,22.764086
9.87,9.897023
11.18,10.458981
8.04,8.091947
20.71,20.744976
19.92,19.972256
19.54,19.610092
8.23,8.17625
20.47,20.481792
21.91,21.962128
7.84,8.20604
8.79,9.010754
24.39,24.05156
9.45,9.675146
21.02,21.17436
21.6,21.609547
9.14,9.607495
19.07,19.066214
16.7,16.714045
21.16,21.510979
13.62,13.639221
22.7,22.763035
13.82,13.885296
19.78,19.667313
10.73,10.594518
21.41,21.323025
10.86,10.329516
21.48,21.498255
10.94,11.029164
7.57,7.763456
15.14,14.958618
7.470000000000001,7.7567997
22.19,22.203442
20.78,20.620628
19.67,19.647438
20.77,20.739632
21.96,21.95904
23.39,23.322191
19.38,19.22496
23.41,23.400658
19.59,19.651241
20.54,20.658295
19.21,19.126965
24.44,24.347538
10.15,10.041322
12.14,11.922437
11.45,11.159016
7.029999999999999,7.2358484
5.93,6.230375
21.08,21.073563
20.23,20.215816
10.01,9.976385
24.920000000000005,24.829905
10.98,11.075088
16.22,16.126852
6.68,6.592908
19.49,19.547688
10.9,10.895238
20.44,20.428183
9.3,8.99087
21.58,21.64085
22.09,22.10664
